signal_time,direction,synthetic_entry,broker_entry,synthetic_stop,broker_stop,synthetic_target,broker_target,synthetic_R,broker_R,status,difference_reason
2025.03.26 11:20:00,SHORT,3026.41,3026.48000000,3029.09,3027.67000000,3021.05,3024.11000000,2.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.03.26 15:05:00,SHORT,3026.12,3026.48000000,3028.8,3027.67000000,3020.75,3024.11000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.03.26 16:00:00,SHORT,3024.99,3026.48000000,3029.21,3027.67000000,3016.55,3024.11000000,2.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.03.26 18:05:00,LONG,3016.3,3015.14000000,3012.29,3013.21000000,3024.31,3019.01000000,2.0,2.0052,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.03.27 16:35:00,SHORT,3037.28,3037.27000000,3043.49,3043.49000000,3024.87,3024.84000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.03.28 08:35:00,SHORT,3077.16,3077.16000000,3078.05,3078.05000000,3075.37,3075.37000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.03.28 09:30:00,SHORT,3074.38,3077.16000000,3082.84,3078.05000000,3057.46,3075.37000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.03.28 11:05:00,SHORT,3076.53,3077.16000000,3081.33,3078.05000000,3066.93,3075.37000000,2.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.03.28 14:55:00,SHORT,3076.4,3077.16000000,3079.93,3078.05000000,3069.35,3075.37000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.03.28 16:05:00,SHORT,3074.81,3077.16000000,3082.03,3078.05000000,3060.38,3075.37000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.03.28 17:25:00,SHORT,3076.14,3077.16000000,3084.51,3078.05000000,3059.4,3075.37000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.03.28 20:45:00,SHORT,3076.48,3077.16000000,3081.13,3078.05000000,3067.18,3075.37000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.03.31 09:40:00,SHORT,3115.45,3115.47000000,3121.21,3121.21000000,3103.92,3103.98000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.03.31 12:40:00,SHORT,3115.37,3115.47000000,3121.44,3121.21000000,3103.24,3103.98000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.03.31 14:30:00,SHORT,3113.9,3115.47000000,3119.83,3121.21000000,3102.04,3103.98000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.03.31 16:30:00,SHORT,3112.44,3115.47000000,3120.57,3121.21000000,3096.18,3103.98000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.03.31 18:40:00,SHORT,3115.69,3115.47000000,3121.45,3121.21000000,3104.16,3103.98000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.01 08:40:00,SHORT,3145.32,3145.33000000,3149.16,3149.16000000,3137.65,3137.68000000,2.0,1.9974,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.01 18:45:00,LONG,3122.71,3122.86000000,3119.1,3119.10000000,3129.93,3130.38000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.02 23:15:00,LONG,3120.1,3120.66000000,3104.45,3104.45000000,3151.4,3153.08000000,2.0,2.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.03 09:35:00,LONG,3125.45,3125.57000000,3116.21,3116.21000000,3143.92,3144.28000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.03 17:25:00,LONG,3125.41,3125.57000000,3110.55,3116.21000000,3155.12,3144.28000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.04 12:00:00,LONG,3089.89,3090.05000000,3083.56,3083.56000000,3102.54,3103.02000000,2.0,1.9985,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.04 14:35:00,SHORT,3114.83,3114.82000000,3133.18,3133.18000000,3078.14,3078.11000000,2.0,1.9995,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.04 15:40:00,LONG,3088.74,3090.05000000,3069.99,3083.56000000,3126.23,3103.02000000,-1.0,1.9985,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.07 20:50:00,LONG,2972.13,2972.22000000,2960.82,2960.82000000,2994.76,2995.03000000,2.0,2.0009,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.08 08:20:00,SHORT,3002.37,3002.38000000,3005.47,3005.47000000,2996.17,2996.20000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.08 09:05:00,SHORT,3004.08,3002.38000000,3008.44,3005.47000000,2995.36,2996.20000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.08 10:40:00,SHORT,3003.06,3002.38000000,3011.61,3005.47000000,2985.96,2996.20000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.08 15:50:00,SHORT,3003.56,3002.38000000,3013.12,3005.47000000,2984.45,2996.20000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.08 18:10:00,SHORT,3004.47,3002.38000000,3016.72,3005.47000000,2979.97,2996.20000000,2.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.08 20:15:00,LONG,2982.4,2982.53000000,2976.25,2976.25000000,2994.7,2995.09000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.08 20:35:00,LONG,2978.8,2982.53000000,2974.37,2976.25000000,2987.65,2995.09000000,2.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.08 22:40:00,LONG,2981.66,2982.53000000,2976.55,2976.25000000,2991.89,2995.09000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.09 08:30:00,SHORT,3013.71,3013.75000000,3019.16,3019.16000000,3002.81,3002.93000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.10 08:10:00,SHORT,3129.71,3129.74000000,3132.76,3132.76000000,3123.6,3123.69000000,2.0,2.0033,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.10 15:35:00,SHORT,3117.19,3129.74000000,3134.13,3132.76000000,3083.3,3123.69000000,-1.0,2.0033,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.10 16:30:00,SHORT,3121.2,3129.74000000,3136.97,3132.76000000,3089.67,3123.69000000,-1.0,2.0033,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.11 11:25:00,SHORT,3219.22,3219.21000000,3227.76,3227.76000000,3202.14,3202.11000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.11 13:40:00,SHORT,3215.86,3219.21000000,3225.28,3227.76000000,3197.02,3202.11000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.14 13:45:00,LONG,3213.28,3213.42000000,3206.13,3206.13000000,3227.59,3228.01000000,2.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.14 15:45:00,LONG,3211.29,3213.42000000,3200.18,3206.13000000,3233.5,3228.01000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.14 17:45:00,LONG,3214.54,3213.42000000,3200.11,3206.13000000,3243.4,3228.01000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.14 20:10:00,LONG,3210.47,3213.42000000,3206.89,3206.13000000,3217.63,3228.01000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.14 22:15:00,LONG,3211.26,3213.42000000,3207.86,3206.13000000,3218.05,3228.01000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.14 23:35:00,LONG,3210.32,3213.42000000,3207.26,3206.13000000,3216.44,3228.01000000,2.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.15 23:05:00,SHORT,3231.44,3231.41000000,3233.74,3233.74000000,3226.83,3226.74000000,2.0,2.0043,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.16 08:10:00,SHORT,3287.26,3287.32000000,3289.25,3289.25000000,3283.27,3283.45000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.16 09:00:00,SHORT,3286.97,3287.32000000,3290.83,3289.25000000,3279.26,3283.45000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.17 10:35:00,LONG,3322.22,3322.45000000,3316.25,3316.25000000,3334.16,3334.85000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.17 11:45:00,LONG,3321.26,3322.45000000,3316.66,3316.25000000,3330.46,3334.85000000,2.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.17 20:50:00,LONG,3321.69,3322.45000000,3316.77,3316.25000000,3331.53,3334.85000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.17 22:50:00,LONG,3321.33,3322.45000000,3319.1,3316.25000000,3325.78,3334.85000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.17 23:05:00,LONG,3321.63,3322.45000000,3317.87,3316.25000000,3329.15,3334.85000000,2.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.21 08:10:00,SHORT,3382.72,3382.65000000,3385.91,3385.91000000,3376.34,3376.13000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.22 09:00:00,SHORT,3490.09,3489.91000000,3495.78,3495.78000000,3478.72,3478.18000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.22 09:20:00,SHORT,3485.73,3489.91000000,3500.27,3495.78000000,3456.65,3478.18000000,2.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.22 16:50:00,LONG,3425.89,3425.94000000,3408.07,3408.07000000,3461.53,3461.68000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.22 19:05:00,LONG,3418.45,3425.94000000,3404.75,3408.07000000,3445.85,3461.68000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.23 09:10:00,LONG,3316.49,3316.70000000,3307.59,3307.59000000,3334.29,3334.92000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.23 10:40:00,LONG,3318.26,3316.70000000,3309.31,3307.59000000,3336.15,3334.92000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.23 11:35:00,LONG,3316.54,3316.70000000,3305.8,3307.59000000,3338.02,3334.92000000,2.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.23 15:15:00,LONG,3323.82,3316.70000000,3313.5,3307.59000000,3344.46,3334.92000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.25 23:55:00,LONG,3319.35,,3313.43,,3331.18,,-1.0,,REJECT_EXPIRED,candidate expired before executable entry
2025.04.28 17:50:00,SHORT,3329.77,3329.68000000,3333.55,3333.55000000,3322.21,3321.94000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.28 18:20:00,SHORT,3330.68,3329.68000000,3336.34,3333.55000000,3319.37,3321.94000000,2.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.29 08:20:00,LONG,3307.5,3307.75000000,3304.93,3304.93000000,3312.64,3313.39000000,2.0,2.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.04.29 13:20:00,LONG,3309.34,3307.75000000,3306.07,3304.93000000,3315.89,3313.39000000,2.0,2.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.29 15:20:00,LONG,3308.3,3307.75000000,3300.29,3304.93000000,3324.32,3313.39000000,-1.0,2.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.29 17:10:00,LONG,3309.11,3307.75000000,3299.37,3304.93000000,3328.58,3313.39000000,2.0,2.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.04.30 15:45:00,LONG,3303.38,3303.45000000,3285.77,3285.77000000,3338.6,3338.81000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.05.01 12:45:00,LONG,3223.91,3224.04000000,3219.66,3219.66000000,3232.4,3232.79000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.05.01 13:35:00,LONG,3222.47,3224.04000000,3214.61,3219.66000000,3238.19,3232.79000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.05.01 15:30:00,LONG,3223.01,3224.04000000,3207.94,3219.66000000,3253.14,3232.79000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.05.01 21:35:00,LONG,3224.33,3224.04000000,3214.63,3219.66000000,3243.74,3232.79000000,2.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.05.02 09:25:00,SHORT,3258.17,3258.15000000,3262.51,3262.51000000,3249.49,3249.43000000,2.0,2.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.05.02 10:50:00,SHORT,3257.83,3258.15000000,3263.42,3262.51000000,3246.64,3249.43000000,-1.0,2.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.05.02 13:40:00,SHORT,3258.18,3258.15000000,3263.29,3262.51000000,3247.97,3249.43000000,-1.0,2.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.05.02 15:30:00,SHORT,3254.34,3258.15000000,3264.07,3262.51000000,3234.89,3249.43000000,-1.0,2.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.05.02 18:15:00,SHORT,3256.52,3258.15000000,3264.44,3262.51000000,3240.69,3249.43000000,2.0,2.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.05.02 19:05:00,LONG,3229.76,3229.80000000,3226.37,3226.37000000,3236.54,3236.66000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.05.02 19:20:00,LONG,3234.52,3229.80000000,3224.47,3226.37000000,3254.63,3236.66000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.05.02 20:05:00,LONG,3229.31,3229.80000000,3222.55,3226.37000000,3242.84,3236.66000000,2.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.05.05 11:30:00,SHORT,3271.6,3271.61000000,3273.65,3273.65000000,3267.51,3267.54000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.05.06 17:25:00,SHORT,3384.01,3384.00000000,3394.0,3394.00000000,3364.03,3364.00000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.05.08 16:30:00,LONG,3366.45,3366.60000000,3356.49,3356.49000000,3386.36,3386.81000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.05.09 08:05:00,SHORT,3327.35,3327.36000000,3328.53,3328.53000000,3324.99,3325.02000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.05.09 08:15:00,SHORT,3325.05,3327.36000000,3330.47,3328.53000000,3314.2,3325.02000000,2.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.05.09 10:10:00,SHORT,3327.32,3327.36000000,3332.41,3328.53000000,3317.13,3325.02000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.05.09 14:30:00,SHORT,3326.55,3327.36000000,3338.53,3328.53000000,3302.59,3325.02000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.05.09 17:00:00,SHORT,3324.68,3327.36000000,3334.76,3328.53000000,3304.53,3325.02000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.05.09 22:40:00,SHORT,3327.41,3327.36000000,3333.07,3328.53000000,3316.08,3325.02000000,2.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
2025.05.13 08:40:00,SHORT,3253.2,3253.21000000,3258.53,3258.53000000,3242.55,3242.58000000,-1.0,-1.0000,EXECUTED,next-tick executable entry; spread; broker target normalization
2025.05.13 11:30:00,SHORT,3252.94,3253.21000000,3258.6,3258.53000000,3241.62,3242.58000000,-1.0,-1.0000,REJECT_DUPLICATE_CLUSTER,candidate collision / duplicate suppression
