strategy_id,family_id,direction,signal_time,entry_time,exit_time,entry,stop,target,realized_r,target_r,mfe_r,mae_r,holding_bars,session_id,regime_id,origin_id,event_id
1200,8,LONG,2025.03.06 17:45:00,2025.03.06 17:45:00,2025.03.06 22:55:00,2915.49,2908.72,2929.03,-1.0,2.0,0.8818,-1.0606,62,NewYork,2025.03.06 17:45:00,ASIA_LOW|20250306,SSR|ASIA_LOW|20250306|1741282500|FINAL
1200,8,SHORT,2025.03.07 08:35:00,2025.03.07 08:35:00,2025.03.07 09:40:00,2912.99,2914.92,2909.13,-1.0,2.0,1.1088,-1.2021,13,London,2025.03.07 08:35:00,ASIA_HIGH|20250307,SSR|ASIA_HIGH|20250307|1741336200|FINAL
1200,8,SHORT,2025.03.07 15:20:00,2025.03.07 15:20:00,2025.03.07 15:30:00,2911.52,2920.61,2893.33,-1.0,2.0,0.1287,-1.0627,2,London,2025.03.07 15:20:00,ASIA_HIGH|20250307,SSR|ASIA_HIGH|20250307|1741360200|FINAL
1200,8,SHORT,2025.03.07 16:00:00,2025.03.07 16:00:00,2025.03.07 16:45:00,2909.57,2922.18,2884.34,-1.0,2.0,0.0611,-1.1023,9,NewYork,2025.03.07 16:00:00,ASIA_HIGH|20250307,SSR|ASIA_HIGH|20250307|1741362600|FINAL
1200,8,SHORT,2025.03.07 17:45:00,2025.03.07 17:45:00,2025.03.10 21:35:00,2911.51,2923.48,2887.57,2.0,2.0,2.0343,-0.6625,310,NewYork,2025.03.07 17:45:00,ASIA_HIGH|20250307,SSR|ASIA_HIGH|20250307|1741368900|FINAL
1200,8,SHORT,2025.03.11 10:35:00,2025.03.11 10:35:00,2025.03.11 10:50:00,2899.43,2902.14,2894.01,-1.0,2.0,0.0037,-1.2288,3,London,2025.03.11 10:35:00,ASIA_HIGH|20250311,SSR|ASIA_HIGH|20250311|1741689000|FINAL
1200,8,SHORT,2025.03.11 11:10:00,2025.03.11 11:10:00,2025.03.11 12:10:00,2899.93,2903.6,2892.58,-1.0,2.0,0.6458,-1.1853,12,London,2025.03.11 11:10:00,ASIA_HIGH|20250311,SSR|ASIA_HIGH|20250311|1741691100|FINAL
1200,8,SHORT,2025.03.12 10:20:00,2025.03.12 10:20:00,2025.03.12 11:20:00,2917.36,2921.27,2909.53,2.0,2.0,2.1509,-0.3555,12,London,2025.03.12 10:20:00,ASIA_HIGH|20250312,SSR|ASIA_HIGH|20250312|1741773900|FINAL
1200,8,LONG,2025.03.12 11:20:00,2025.03.12 11:20:00,2025.03.12 12:25:00,2911.89,2908.84,2917.99,2.0,2.0,2.2426,-0.2852,13,London,2025.03.12 11:20:00,ASIA_LOW|20250312,SSR|ASIA_LOW|20250312|1741778100|FINAL
1200,8,SHORT,2025.03.12 13:10:00,2025.03.12 13:10:00,2025.03.12 14:30:00,2919.52,2922.75,2913.05,2.0,2.0,2.0341,-0.452,16,London,2025.03.12 13:10:00,ASIA_HIGH|20250312,SSR|ASIA_HIGH|20250312|1741784700|FINAL
1200,8,SHORT,2025.03.12 16:40:00,2025.03.12 16:40:00,2025.03.12 17:15:00,2918.92,2923.2,2910.36,2.0,2.0,2.0584,-0.1519,7,NewYork,2025.03.12 16:40:00,ASIA_HIGH|20250312,SSR|ASIA_HIGH|20250312|1741797000|FINAL
1200,8,LONG,2025.03.12 17:30:00,2025.03.12 17:30:00,2025.03.12 19:00:00,2911.52,2905.8,2922.95,2.0,2.0,2.4021,-0.3129,18,NewYork,2025.03.12 17:30:00,ASIA_LOW|20250312,SSR|ASIA_LOW|20250312|1741800000|FINAL
1200,8,SHORT,2025.03.13 13:25:00,2025.03.13 13:25:00,2025.03.13 13:30:00,2946.04,2947.8,2942.52,-1.0,2.0,0.0795,-1.1023,1,London,2025.03.13 13:25:00,ASIA_HIGH|20250313,SSR|ASIA_HIGH|20250313|1741872000|FINAL
1200,8,SHORT,2025.03.13 14:05:00,2025.03.13 14:05:00,2025.03.13 16:00:00,2946.38,2948.61,2941.91,-1.0,2.0,1.8969,-1.1839,23,London,2025.03.13 14:05:00,ASIA_HIGH|20250313,SSR|ASIA_HIGH|20250313|1741874400|FINAL
1200,8,SHORT,2025.03.13 16:10:00,2025.03.13 16:10:00,2025.03.13 17:00:00,2946.1,2949.28,2939.74,2.0,2.0,2.217,-0.8019,10,NewYork,2025.03.13 16:10:00,ASIA_HIGH|20250313,SSR|ASIA_HIGH|20250313|1741881600|FINAL
1200,8,SHORT,2025.03.14 08:05:00,2025.03.14 08:05:00,2025.03.14 08:45:00,2992.03,2993.99,2988.11,2.0,2.0,2.1122,-0.9082,8,London,2025.03.14 08:05:00,ASIA_HIGH|20250314,SSR|ASIA_HIGH|20250314|1741939200|FINAL
1200,8,LONG,2025.03.14 11:30:00,2025.03.14 11:30:00,2025.03.14 12:20:00,2984.34,2980.74,2991.54,2.0,2.0,2.0528,-0.1972,10,London,2025.03.14 11:30:00,ASIA_LOW|20250314,SSR|ASIA_LOW|20250314|1741951500|FINAL
1200,8,SHORT,2025.03.14 14:35:00,2025.03.14 14:35:00,2025.03.18 03:30:00,2990.93,3003.36,2966.07,-1.0,2.0,1.0032,-1.037,431,London,2025.03.14 14:35:00,ASIA_HIGH|20250314,SSR|ASIA_HIGH|20250314|1741962600|FINAL
1200,8,SHORT,2025.03.18 09:55:00,2025.03.18 09:55:00,2025.03.18 10:10:00,3015.95,3018.08,3011.69,-1.0,2.0,0.5634,-1.3991,3,London,2025.03.18 09:55:00,ASIA_HIGH|20250318,SSR|ASIA_HIGH|20250318|1742291400|FINAL
1200,8,SHORT,2025.03.18 10:20:00,2025.03.18 10:20:00,2025.03.18 11:05:00,3015.92,3019.33,3009.11,-1.0,2.0,0.2405,-1.2053,9,London,2025.03.18 10:20:00,ASIA_HIGH|20250318,SSR|ASIA_HIGH|20250318|1742292900|FINAL
1200,8,SHORT,2025.03.19 09:10:00,2025.03.19 09:10:00,2025.03.19 11:55:00,3038.6,3044.86,3026.07,2.0,2.0,2.2157,-0.853,33,London,2025.03.19 09:10:00,ASIA_HIGH|20250319,SSR|ASIA_HIGH|20250319|1742375100|FINAL
1200,8,LONG,2025.03.19 12:20:00,2025.03.19 12:20:00,2025.03.19 13:15:00,3027.96,3025.36,3033.16,2.0,2.0,2.2269,-0.1808,11,London,2025.03.19 12:20:00,ASIA_LOW|20250319,SSR|ASIA_LOW|20250319|1742386200|FINAL
1200,8,SHORT,2025.03.19 14:35:00,2025.03.19 14:35:00,2025.03.19 14:45:00,3038.97,3039.94,3037.04,-1.0,2.0,0.4639,-1.0825,2,London,2025.03.19 14:35:00,ASIA_HIGH|20250319,SSR|ASIA_HIGH|20250319|1742394600|FINAL
1200,8,SHORT,2025.03.19 14:50:00,2025.03.19 14:50:00,2025.03.19 15:20:00,3039.06,3040.1,3036.98,2.0,2.0,2.0865,-0.9615,6,London,2025.03.19 14:50:00,ASIA_HIGH|20250319,SSR|ASIA_HIGH|20250319|1742394900|FINAL
1200,8,SHORT,2025.03.19 15:20:00,2025.03.19 15:20:00,2025.03.19 15:35:00,3037.86,3039.92,3033.73,-1.0,2.0,0.7573,-1.1602,3,London,2025.03.19 15:20:00,ASIA_HIGH|20250319,SSR|ASIA_HIGH|20250319|1742397300|FINAL
1200,8,SHORT,2025.03.19 15:50:00,2025.03.19 15:50:00,2025.03.19 16:30:00,3037.53,3041.25,3030.09,2.0,2.0,2.2527,-0.2016,8,London,2025.03.19 15:50:00,ASIA_HIGH|20250319,SSR|ASIA_HIGH|20250319|1742398500|FINAL
1200,8,LONG,2025.03.19 17:20:00,2025.03.19 17:20:00,2025.03.19 19:10:00,3029.07,3025.81,3035.59,2.0,2.0,2.0613,-0.7239,22,NewYork,2025.03.19 17:20:00,ASIA_LOW|20250319,SSR|ASIA_LOW|20250319|1742404200|FINAL
1200,8,SHORT,2025.03.19 21:25:00,2025.03.19 21:25:00,2025.03.19 21:35:00,3037.57,3041.37,3029.98,-1.0,2.0,0.0184,-2.0395,2,NewYork,2025.03.19 21:25:00,ASIA_HIGH|20250319,SSR|ASIA_HIGH|20250319|1742418600|FINAL
1200,8,LONG,2025.03.20 10:25:00,2025.03.20 10:25:00,2025.03.20 10:45:00,3046.87,3044.18,3052.24,-1.0,2.0,0.3569,-1.5688,4,London,2025.03.20 10:25:00,ASIA_LOW|20250320,SSR|ASIA_LOW|20250320|1742466000|FINAL
1200,8,LONG,2025.03.20 12:20:00,2025.03.20 12:20:00,2025.03.20 12:45:00,3045.32,3043.05,3049.85,-1.0,2.0,0.4185,-1.2731,5,London,2025.03.20 12:20:00,ASIA_LOW|20250320,SSR|ASIA_LOW|20250320|1742472900|FINAL
1200,8,LONG,2025.03.20 22:25:00,2025.03.20 22:25:00,2025.03.21 03:15:00,3045.12,3043.28,3048.79,-1.0,2.0,1.2391,-1.2663,46,NewYork,2025.03.20 22:25:00,ASIA_LOW|20250320,SSR|ASIA_LOW|20250320|1742508600|FINAL
1200,8,LONG,2025.03.21 08:55:00,2025.03.21 08:55:00,2025.03.21 14:45:00,3028.03,3024.52,3035.04,2.0,2.0,2.7464,-0.2678,70,London,2025.03.21 08:55:00,ASIA_LOW|20250321,SSR|ASIA_LOW|20250321|1742547000|FINAL
1200,8,SHORT,2025.03.24 10:25:00,2025.03.24 10:25:00,2025.03.24 11:55:00,3025.06,3029.01,3017.16,-1.0,2.0,1.0304,-1.0,18,London,2025.03.24 10:25:00,ASIA_HIGH|20250324,SSR|ASIA_HIGH|20250324|1742811600|FINAL
1200,8,SHORT,2025.03.24 12:40:00,2025.03.24 12:40:00,2025.03.24 13:20:00,3024.88,3029.75,3015.14,-1.0,2.0,0.4517,-1.308,8,London,2025.03.24 12:40:00,ASIA_HIGH|20250324,SSR|ASIA_HIGH|20250324|1742819400|FINAL
1200,8,SHORT,2025.03.24 14:40:00,2025.03.24 14:40:00,2025.03.24 15:15:00,3025.33,3028.05,3019.88,-1.0,2.0,0.4191,-1.0588,7,London,2025.03.24 14:40:00,ASIA_HIGH|20250324,SSR|ASIA_HIGH|20250324|1742826000|FINAL
1200,8,SHORT,2025.03.24 15:45:00,2025.03.24 15:45:00,2025.03.24 17:25:00,3024.38,3028.75,3015.64,2.0,2.0,2.0206,-0.8924,20,London,2025.03.24 15:45:00,ASIA_HIGH|20250324,SSR|ASIA_HIGH|20250324|1742829600|FINAL
1200,8,LONG,2025.03.24 18:35:00,2025.03.24 18:35:00,2025.03.24 19:35:00,3013.92,3009.54,3022.68,-1.0,2.0,0.3973,-1.0114,12,NewYork,2025.03.24 18:35:00,ASIA_LOW|20250324,SSR|ASIA_LOW|20250324|1742841000|FINAL
1200,8,LONG,2025.03.24 23:45:00,2025.03.24 23:45:00,2025.03.24 23:50:00,3014.14,3012.69,3017.03,-1.0,2.0,0.069,-1.131,1,NewYork,2025.03.24 23:45:00,ASIA_LOW|20250324,SSR|ASIA_LOW|20250324|1742859600|FINAL
1200,8,SHORT,2025.03.25 09:05:00,2025.03.25 09:05:00,2025.03.25 10:55:00,3016.23,3018.73,3011.23,2.0,2.0,2.296,-0.912,22,London,2025.03.25 09:05:00,ASIA_HIGH|20250325,SSR|ASIA_HIGH|20250325|1742893200|FINAL
1200,8,SHORT,2025.03.25 15:15:00,2025.03.25 15:15:00,2025.03.25 15:30:00,3016.38,3018.79,3011.55,-1.0,2.0,0.9461,-1.3983,3,London,2025.03.25 15:15:00,ASIA_HIGH|20250325,SSR|ASIA_HIGH|20250325|1742915400|FINAL
1200,8,LONG,2025.03.26 08:10:00,2025.03.26 08:10:00,2025.03.26 08:35:00,3015.0,3013.21,3018.59,2.0,2.0,2.0782,-0.0559,5,London,2025.03.26 08:10:00,ASIA_LOW|20250326,SSR|ASIA_LOW|20250326|1742976300|FINAL
1200,8,SHORT,2025.03.26 10:10:00,2025.03.26 10:10:00,2025.03.26 10:30:00,3026.47,3027.67,3024.08,-1.0,2.0,0.9667,-1.4833,4,London,2025.03.26 10:10:00,ASIA_HIGH|20250326,SSR|ASIA_HIGH|20250326|1742983500|FINAL
1200,8,SHORT,2025.03.26 11:20:00,2025.03.26 11:20:00,2025.03.26 12:15:00,3026.41,3029.09,3021.05,2.0,2.0,2.3843,-0.5821,11,London,2025.03.26 11:20:00,ASIA_HIGH|20250326,SSR|ASIA_HIGH|20250326|1742987700|FINAL
1200,8,SHORT,2025.03.26 15:05:00,2025.03.26 15:05:00,2025.03.26 15:40:00,3026.12,3028.8,3020.75,-1.0,2.0,0.3358,-1.0112,7,London,2025.03.26 15:05:00,ASIA_HIGH|20250326,SSR|ASIA_HIGH|20250326|1743001200|FINAL
1200,8,SHORT,2025.03.26 16:00:00,2025.03.26 16:00:00,2025.03.26 16:55:00,3024.99,3029.21,3016.55,2.0,2.0,2.128,-0.2014,11,NewYork,2025.03.26 16:00:00,ASIA_HIGH|20250326,SSR|ASIA_HIGH|20250326|1743004200|FINAL
1200,8,LONG,2025.03.26 18:05:00,2025.03.26 18:05:00,2025.03.27 03:05:00,3016.3,3012.29,3024.31,2.0,2.0,2.2045,-0.3267,96,NewYork,2025.03.26 18:05:00,ASIA_LOW|20250326,SSR|ASIA_LOW|20250326|1743012000|FINAL
1200,8,SHORT,2025.03.27 16:35:00,2025.03.27 16:35:00,2025.03.27 17:00:00,3037.28,3043.49,3024.87,-1.0,2.0,0.6184,-1.2544,5,NewYork,2025.03.27 16:35:00,ASIA_HIGH|20250327,SSR|ASIA_HIGH|20250327|1743092700|FINAL
1200,8,SHORT,2025.03.28 08:35:00,2025.03.28 08:35:00,2025.03.28 08:40:00,3077.16,3078.05,3075.37,-1.0,2.0,0.2697,-2.3483,1,London,2025.03.28 08:35:00,ASIA_HIGH|20250328,SSR|ASIA_HIGH|20250328|1743150600|FINAL
1200,8,SHORT,2025.03.28 09:30:00,2025.03.28 09:30:00,2025.03.28 09:45:00,3074.38,3082.84,3057.46,-1.0,2.0,0.1253,-1.182,3,London,2025.03.28 09:30:00,ASIA_HIGH|20250328,SSR|ASIA_HIGH|20250328|1743153900|FINAL
1200,8,SHORT,2025.03.28 11:05:00,2025.03.28 11:05:00,2025.03.28 11:25:00,3076.53,3081.33,3066.93,2.0,2.0,2.1563,-0.0229,4,London,2025.03.28 11:05:00,ASIA_HIGH|20250328,SSR|ASIA_HIGH|20250328|1743159600|FINAL
1200,8,SHORT,2025.03.28 14:55:00,2025.03.28 14:55:00,2025.03.28 15:35:00,3076.4,3079.93,3069.35,-1.0,2.0,1.1076,-1.3598,8,London,2025.03.28 14:55:00,ASIA_HIGH|20250328,SSR|ASIA_HIGH|20250328|1743172500|FINAL
1200,8,SHORT,2025.03.28 16:05:00,2025.03.28 16:05:00,2025.03.28 16:50:00,3074.81,3082.03,3060.38,-1.0,2.0,0.5526,-1.1371,9,NewYork,2025.03.28 16:05:00,ASIA_HIGH|20250328,SSR|ASIA_HIGH|20250328|1743177000|FINAL
1200,8,SHORT,2025.03.28 17:25:00,2025.03.28 17:25:00,2025.03.28 18:45:00,3076.14,3084.51,3059.4,-1.0,2.0,1.0514,-1.0358,16,NewYork,2025.03.28 17:25:00,ASIA_HIGH|20250328,SSR|ASIA_HIGH|20250328|1743182400|FINAL
1200,8,SHORT,2025.03.28 20:45:00,2025.03.28 20:45:00,2025.03.28 22:00:00,3076.48,3081.13,3067.18,-1.0,2.0,0.6387,-1.0086,15,NewYork,2025.03.28 20:45:00,ASIA_HIGH|20250328,SSR|ASIA_HIGH|20250328|1743194400|FINAL
1200,8,SHORT,2025.03.31 09:40:00,2025.03.31 09:40:00,2025.03.31 10:00:00,3115.45,3121.21,3103.92,-1.0,2.0,0.3299,-1.5642,4,London,2025.03.31 09:40:00,ASIA_HIGH|20250331,SSR|ASIA_HIGH|20250331|1743413100|FINAL
1200,8,SHORT,2025.03.31 12:40:00,2025.03.31 12:40:00,2025.03.31 13:30:00,3115.37,3121.44,3103.24,-1.0,2.0,0.5799,-1.1334,10,London,2025.03.31 12:40:00,ASIA_HIGH|20250331,SSR|ASIA_HIGH|20250331|1743424200|FINAL
1200,8,SHORT,2025.03.31 14:30:00,2025.03.31 14:30:00,2025.03.31 15:00:00,3113.9,3119.83,3102.04,-1.0,2.0,-0.0084,-1.1838,6,London,2025.03.31 14:30:00,ASIA_HIGH|20250331,SSR|ASIA_HIGH|20250331|1743430500|FINAL
1200,8,SHORT,2025.03.31 16:30:00,2025.03.31 16:30:00,2025.03.31 17:35:00,3112.44,3120.57,3096.18,-1.0,2.0,1.5769,-1.075,13,NewYork,2025.03.31 16:30:00,ASIA_HIGH|20250331,SSR|ASIA_HIGH|20250331|1743438300|FINAL
1200,8,SHORT,2025.03.31 18:40:00,2025.03.31 18:40:00,2025.03.31 21:20:00,3115.69,3121.45,3104.16,-1.0,2.0,0.7101,-1.3264,32,NewYork,2025.03.31 18:40:00,ASIA_HIGH|20250331,SSR|ASIA_HIGH|20250331|1743445800|FINAL
1200,8,SHORT,2025.04.01 08:40:00,2025.04.01 08:40:00,2025.04.01 08:50:00,3145.32,3149.16,3137.65,2.0,2.0,3.0313,-0.2474,2,London,2025.04.01 08:40:00,ASIA_HIGH|20250401,SSR|ASIA_HIGH|20250401|1743496500|FINAL
1200,8,LONG,2025.04.01 18:45:00,2025.04.01 18:45:00,2025.04.01 18:50:00,3122.71,3119.1,3129.93,-1.0,2.0,0.108,-1.7396,1,NewYork,2025.04.01 18:45:00,ASIA_LOW|20250401,SSR|ASIA_LOW|20250401|1743532800|FINAL
1200,8,LONG,2025.04.02 23:15:00,2025.04.02 23:15:00,2025.04.03 02:05:00,3120.1,3104.45,3151.4,2.0,2.0,2.1208,-0.1917,22,NewYork,2025.04.02 23:15:00,ASIA_LOW|20250402,SSR|ASIA_LOW|20250402|1743635400|FINAL
1200,8,LONG,2025.04.03 09:35:00,2025.04.03 09:35:00,2025.04.03 13:05:00,3125.45,3116.21,3143.92,-1.0,2.0,0.711,-1.3972,42,London,2025.04.03 09:35:00,ASIA_LOW|20250403,SSR|ASIA_LOW|20250403|1743672600|FINAL
1200,8,LONG,2025.04.03 17:25:00,2025.04.03 17:25:00,2025.04.03 18:10:00,3125.41,3110.55,3155.12,-1.0,2.0,0.6817,-1.0155,9,NewYork,2025.04.03 17:25:00,ASIA_LOW|20250403,SSR|ASIA_LOW|20250403|1743700500|FINAL
1200,8,LONG,2025.04.04 12:00:00,2025.04.04 12:00:00,2025.04.04 13:25:00,3089.89,3083.56,3102.54,2.0,2.0,2.7014,-0.5276,17,London,2025.04.04 12:00:00,ASIA_LOW|20250404,SSR|ASIA_LOW|20250404|1743767700|FINAL
1200,8,SHORT,2025.04.04 14:35:00,2025.04.04 14:35:00,2025.04.04 15:35:00,3114.83,3133.18,3078.14,2.0,2.0,2.0185,-0.0272,12,London,2025.04.04 14:35:00,ASIA_HIGH|20250404,SSR|ASIA_HIGH|20250404|1743776700|FINAL
1200,8,LONG,2025.04.04 15:40:00,2025.04.04 15:40:00,2025.04.04 15:50:00,3088.74,3069.99,3126.23,-1.0,2.0,0.0763,-1.0069,2,London,2025.04.04 15:40:00,ASIA_LOW|20250404,SSR|ASIA_LOW|20250404|1743780900|FINAL
1200,8,LONG,2025.04.07 20:50:00,2025.04.07 20:50:00,2025.04.08 04:05:00,2972.13,2960.82,2994.76,2.0,2.0,2.2361,-0.7241,75,NewYork,2025.04.07 20:50:00,ASIA_LOW|20250407,SSR|ASIA_LOW|20250407|1744058100|FINAL
1200,8,SHORT,2025.04.08 08:20:00,2025.04.08 08:20:00,2025.04.08 08:50:00,3002.37,3005.47,2996.17,-1.0,2.0,0.9258,-1.9032,6,London,2025.04.08 08:20:00,ASIA_HIGH|20250408,SSR|ASIA_HIGH|20250408|1744100100|FINAL
1200,8,SHORT,2025.04.08 09:05:00,2025.04.08 09:05:00,2025.04.08 09:15:00,3004.08,3008.44,2995.36,-1.0,2.0,0.3578,-1.2775,2,London,2025.04.08 09:05:00,ASIA_HIGH|20250408,SSR|ASIA_HIGH|20250408|1744102200|FINAL
1200,8,SHORT,2025.04.08 10:40:00,2025.04.08 10:40:00,2025.04.08 14:00:00,3003.06,3011.61,2985.96,-1.0,2.0,0.9766,-1.0175,40,London,2025.04.08 10:40:00,ASIA_HIGH|20250408,SSR|ASIA_HIGH|20250408|1744108200|FINAL
1200,8,SHORT,2025.04.08 15:50:00,2025.04.08 15:50:00,2025.04.08 16:10:00,3003.56,3013.12,2984.45,-1.0,2.0,0.1192,-1.7615,4,London,2025.04.08 15:50:00,ASIA_HIGH|20250408,SSR|ASIA_HIGH|20250408|1744126500|FINAL
1200,8,SHORT,2025.04.08 18:10:00,2025.04.08 18:10:00,2025.04.08 20:10:00,3004.47,3016.72,2979.97,2.0,2.0,2.2857,-0.6416,24,NewYork,2025.04.08 18:10:00,ASIA_HIGH|20250408,SSR|ASIA_HIGH|20250408|1744134600|FINAL
1200,8,LONG,2025.04.08 20:15:00,2025.04.08 20:15:00,2025.04.08 20:25:00,2982.4,2976.25,2994.7,-1.0,2.0,0.1203,-1.1577,2,NewYork,2025.04.08 20:15:00,ASIA_LOW|20250408,SSR|ASIA_LOW|20250408|1744143000|FINAL
1200,8,LONG,2025.04.08 20:35:00,2025.04.08 20:35:00,2025.04.08 21:30:00,2978.8,2974.37,2987.65,2.0,2.0,3.0767,-0.1467,11,NewYork,2025.04.08 20:35:00,ASIA_LOW|20250408,SSR|ASIA_LOW|20250408|1744144200|FINAL
1200,8,LONG,2025.04.08 22:40:00,2025.04.08 22:40:00,2025.04.09 02:35:00,2981.66,2976.55,2991.89,-1.0,2.0,1.8219,-2.2661,35,NewYork,2025.04.08 22:40:00,ASIA_LOW|20250408,SSR|ASIA_LOW|20250408|1744151700|FINAL
1200,8,SHORT,2025.04.09 08:30:00,2025.04.09 08:30:00,2025.04.09 09:00:00,3013.71,3019.16,3002.81,-1.0,2.0,0.2807,-1.0477,6,London,2025.04.09 08:30:00,ASIA_HIGH|20250409,SSR|ASIA_HIGH|20250409|1744187100|FINAL
1200,8,SHORT,2025.04.10 08:10:00,2025.04.10 08:10:00,2025.04.10 08:30:00,3129.71,3132.76,3123.6,2.0,2.0,2.3016,-0.259,4,London,2025.04.10 08:10:00,ASIA_HIGH|20250410,SSR|ASIA_HIGH|20250410|1744272300|FINAL
1200,8,SHORT,2025.04.10 15:35:00,2025.04.10 15:35:00,2025.04.10 16:20:00,3117.19,3134.13,3083.3,-1.0,2.0,0.0519,-1.1482,9,London,2025.04.10 15:35:00,ASIA_HIGH|20250410,SSR|ASIA_HIGH|20250410|1744299000|FINAL
1200,8,SHORT,2025.04.10 16:30:00,2025.04.10 16:30:00,2025.04.10 17:05:00,3121.2,3136.97,3089.67,-1.0,2.0,0.3259,-1.3729,7,NewYork,2025.04.10 16:30:00,ASIA_HIGH|20250410,SSR|ASIA_HIGH|20250410|1744302000|FINAL
1200,8,SHORT,2025.04.11 11:25:00,2025.04.11 11:25:00,2025.04.11 12:50:00,3219.22,3227.76,3202.14,-1.0,2.0,0.8361,-1.2342,17,London,2025.04.11 11:25:00,ASIA_HIGH|20250411,SSR|ASIA_HIGH|20250411|1744370400|FINAL
1200,8,SHORT,2025.04.11 13:40:00,2025.04.11 13:40:00,2025.04.11 15:25:00,3215.86,3225.28,3197.02,-1.0,2.0,0.6093,-1.1104,21,London,2025.04.11 13:40:00,ASIA_HIGH|20250411,SSR|ASIA_HIGH|20250411|1744378500|FINAL
1200,8,LONG,2025.04.14 13:45:00,2025.04.14 13:45:00,2025.04.14 15:05:00,3213.28,3206.13,3227.59,2.0,2.0,2.014,-0.0322,16,London,2025.04.14 13:45:00,ASIA_LOW|20250414,SSR|ASIA_LOW|20250414|1744637700|FINAL
1200,8,LONG,2025.04.14 15:45:00,2025.04.14 15:45:00,2025.04.14 16:10:00,3211.29,3200.18,3233.5,-1.0,2.0,0.0027,-1.4536,5,London,2025.04.14 15:45:00,ASIA_LOW|20250414,SSR|ASIA_LOW|20250414|1744645200|FINAL
1200,8,LONG,2025.04.14 17:45:00,2025.04.14 17:45:00,2025.04.14 18:40:00,3214.54,3200.11,3243.4,-1.0,2.0,0.0811,-1.1996,11,NewYork,2025.04.14 17:45:00,ASIA_LOW|20250414,SSR|ASIA_LOW|20250414|1744651500|FINAL
1200,8,LONG,2025.04.14 20:10:00,2025.04.14 20:10:00,2025.04.14 21:30:00,3210.47,3206.89,3217.63,-1.0,2.0,1.7039,-1.2933,16,NewYork,2025.04.14 20:10:00,ASIA_LOW|20250414,SSR|ASIA_LOW|20250414|1744660800|FINAL
1200,8,LONG,2025.04.14 22:15:00,2025.04.14 22:15:00,2025.04.14 23:35:00,3211.26,3207.86,3218.05,-1.0,2.0,0.7382,-1.1441,16,NewYork,2025.04.14 22:15:00,ASIA_LOW|20250414,SSR|ASIA_LOW|20250414|1744668300|FINAL
