"collector_version","cert_run","fixture_group","fixture_id","mql5_result","source_log_sha256"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F39","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F40","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F41","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F42","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F43","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F44","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F45","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F46","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F47","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F48","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F49","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F50","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F51","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F52","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F53","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F54","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F55","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F56","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F57","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F58","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB01","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB02","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB03","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB04","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB05","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB06","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB07","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB08","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB09","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB10","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB11","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB12","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB13","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB14","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB15","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB16","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB17","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB18","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB19","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB20","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB21","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB22","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB23","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","JOURNAL_BINDING","JB24","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","ORDERING","OR01","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","ORDERING","OR02","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","ORDERING","OR03","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","ORDERING","OR04","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","ORDERING","OR05","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","ORDERING","OR06","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","ORDERING","OR07","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","ORDERING","OR08","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","ORDERING","OR09","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","ORDERING","OR10","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","ORDERING","OR11","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","ORDERING","OR12","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
"MSZZ_MQL5_RESULT_COLLECTOR_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","ORDERING","OR13","PASS","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2"
