"coverage_version","cert_run","fixture_group","fixture_id","python_result","mql5_result","parity_result","collector_version","mql5_source_log_sha256","simulator_fixtures_sha256","journal_binding_index_sha256","ordering_fixtures_sha256","expected_outcomes_sha256"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F22","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F23","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F24","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F25","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F26","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F27","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F28","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F29","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F30","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F31","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F32","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F33","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F34","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F35","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F36","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F37","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F38","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F39","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F40","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
"MSZZ_SCREENING_COVERAGE_V2","MSZZ_SCREENING_CERT_RUN_V2_deadbeefdeadbeef","EXECUTION_CORE","F41","PASS","PASS","PASS","MSZZ_MQL5_RESULT_COLLECTOR_V2","fba9aa02c33dba7b82583530172dc5f1b05c9315588b6d2e59a68d0c7af260a2","2b7330eea829196588ba2ed725056411fe03d55843d3c98cf40f60679da41052","c7be2c3a92858d2794361af1b3575b09910bc9f7e5dcdeafd5eeea7c63c3c702","a18b95a59aa90b349eb61a2c0d18c6c5f240372012f0a0a9bd59029d6d8ed14d","7193cf1ef5338184eb42e04ca7ec6cb23067fc2ecbab47ebb590298b05c107ce"
